Temperature,Humidity,WindSpeed,Pressure,Rainfall
31.1,58.2,29.5,1010.5,105.9
20.7,53.6,25.3,1014.5,102.6
32.4,85.6,17.6,982.0,149.7
39.0,45.4,29.3,993.2,79.3
31.4,98.6,15.6,1004.8,152.1
20.7,77.2,26.1,981.3,164.6
25.5,41.8,4.1,984.8,49.2
17.1,73.3,3.1,987.0,85.8
22.1,94.8,6.4,985.8,148.7
29.1,45.8,11.5,982.1,51.6
37.0,60.8,20.1,1005.6,104.4
26.4,57.1,8.8,1011.0,66.4
32.0,60.8,12.7,1023.0,77.4
36.7,70.8,6.2,1002.4,94.2
29.5,98.6,14.4,1019.7,161.8
31.5,56.9,21.7,992.1,110.6
35.4,44.2,21.9,981.5,94.5
39.4,75.3,18.8,989.4,111.0
39.6,79.8,24.2,999.6,144.4
30.6,41.8,2.6,989.6,29.4
27.1,86.6,20.8,992.6,161.7
20.0,81.4,24.0,998.2,171.7
18.6,95.2,14.2,992.3,145.4
35.3,81.0,13.6,1005.3,126.6
30.3,44.4,29.8,1005.8,95.6
31.0,73.2,22.5,1010.9,138.9
38.4,76.6,27.6,1022.7,123.8
19.1,98.3,23.6,1005.7,162.9
26.7,47.8,20.7,994.4,74.1
15.9,51.9,14.7,998.7,80.3
15.2,62.9,10.3,1004.3,107.1
38.3,49.1,3.0,1016.6,67.5
15.0,76.3,3.7,1023.0,122.9
22.6,78.9,8.5,1022.9,114.0
34.2,42.3,27.3,1004.4,108.3
39.7,69.9,14.2,994.3,111.1
33.9,63.3,20.2,1006.8,121.6
36.2,40.7,20.0,1019.4,89.5
16.6,62.3,22.1,1000.4,106.8
24.6,63.0,2.0,991.6,95.0
23.5,85.8,12.9,1000.7,124.9
27.7,51.1,4.6,997.4,61.9
36.4,61.6,19.7,981.6,97.0
15.9,70.8,23.0,996.0,142.7
17.0,71.0,21.5,995.0,151.7
21.4,99.1,15.8,1013.5,170.5
24.7,97.9,26.0,1007.1,189.9
33.9,44.4,3.0,1005.2,35.4
23.9,89.7,18.8,996.7,145.1
31.5,68.4,15.3,996.1,111.3
32.3,43.1,23.8,1018.4,81.9
29.2,47.5,8.4,989.9,58.8
15.8,53.2,29.3,982.8,118.4
28.2,59.9,4.0,1005.6,89.9
33.4,51.5,9.5,981.0,69.0
26.9,82.0,20.7,984.4,134.8
20.5,99.2,6.3,1019.9,163.3
15.4,55.1,21.2,1024.2,125.6
21.4,59.3,10.1,1004.5,107.1
19.6,69.4,9.1,1005.6,123.2
17.5,63.4,25.7,1012.6,146.3
37.3,51.7,8.5,1011.8,69.1
17.4,98.6,12.4,994.8,168.9
34.7,79.9,11.3,1016.3,111.3
33.9,41.4,10.1,991.9,46.6
38.2,89.6,27.9,1023.7,170.9
23.3,63.8,9.1,984.7,101.2
38.8,83.7,14.0,1007.3,108.0
23.3,79.9,7.8,1019.0,129.3
24.1,58.2,4.8,993.1,83.5
26.1,87.1,12.8,1000.6,153.9
27.3,65.8,28.2,986.7,146.9
22.4,98.4,3.9,1004.0,141.6
19.4,57.0,7.3,985.9,83.9
27.0,93.1,25.8,991.6,173.6
18.5,60.0,27.7,989.7,122.2
30.2,90.7,29.8,1023.3,182.0
35.8,48.0,3.4,997.6,53.3
27.7,93.4,10.6,1005.7,121.8
26.7,49.9,17.2,1004.1,73.4
24.3,71.2,28.5,1020.8,142.0
35.8,61.5,11.9,1000.8,100.8
36.7,65.8,11.3,991.7,110.5
33.9,63.2,11.8,1001.3,77.1
22.1,77.2,23.7,1002.8,129.3
29.2,73.1,24.6,1009.9,151.6
29.5,45.6,29.2,982.1,106.5
19.8,44.3,2.8,1006.7,60.2
35.4,44.1,10.3,1015.7,38.8
18.3,40.6,14.4,1014.4,65.1
15.2,50.0,8.0,1007.8,60.7
18.0,65.5,4.6,984.8,85.7
17.7,47.6,14.3,1007.1,81.3
39.7,96.6,22.7,999.4,148.6
21.9,62.9,4.2,1007.0,71.7
37.3,66.6,2.5,987.3,55.3
31.8,44.9,4.0,1004.8,53.2
23.5,73.4,7.5,1014.9,106.2
17.2,43.1,8.6,983.3,53.4
28.1,56.1,26.9,980.7,126.3
36.6,51.8,22.7,1023.1,111.8
37.8,43.8,18.9,1006.3,66.7
23.7,63.0,8.6,1024.4,101.7
19.6,56.9,27.8,994.0,130.3
28.6,50.0,7.1,1020.7,62.2
27.4,49.4,21.2,1018.0,103.1
15.2,47.1,6.6,991.1,77.4
20.5,42.5,13.7,1009.5,78.3
17.9,98.0,27.7,997.6,193.8
26.7,58.6,12.2,1008.6,108.4
15.6,79.3,28.1,981.1,166.0
28.7,54.0,2.3,1011.1,74.9
36.2,66.6,7.5,1023.9,90.6
27.7,47.8,27.1,1005.6,97.3
20.3,93.4,28.1,1010.5,197.4
15.1,95.1,4.1,987.1,131.5
24.7,76.5,17.3,1007.2,114.3
33.9,94.1,29.4,1017.0,186.4
22.4,69.3,24.8,1008.2,128.5
31.2,47.2,22.0,1004.3,80.4
21.8,96.6,20.3,1009.6,148.9
28.0,87.6,6.8,995.8,131.9
38.3,50.9,25.6,981.1,85.2
30.1,75.4,20.4,1015.0,144.1
39.1,79.3,7.1,988.3,98.0
23.3,58.5,11.6,1004.3,102.3
28.1,77.1,5.1,1006.1,87.1
22.3,76.8,20.5,1003.4,153.0
25.0,63.8,2.0,1010.9,80.3
22.4,99.3,11.9,1016.6,153.1
28.1,58.2,29.8,1014.4,113.5
19.5,92.3,26.9,1018.9,168.5
18.9,87.6,24.7,1005.6,146.4
26.9,85.4,4.7,1024.0,106.5
30.6,73.4,29.8,1004.9,130.0
33.4,45.0,13.7,1007.7,87.3
16.4,86.7,20.0,1001.6,170.9
19.1,64.0,18.1,999.7,101.1
16.6,96.1,11.2,1014.0,173.2
28.1,92.0,7.4,1007.0,147.4
31.2,41.2,22.9,990.1,96.2
25.4,67.1,6.9,1013.4,95.8
20.4,60.9,17.7,981.2,106.9
20.0,84.1,17.0,1023.7,154.7
17.7,41.2,16.1,983.6,71.3
22.7,87.3,8.1,991.3,137.8
23.6,81.6,10.9,999.9,131.1
23.5,50.2,5.4,1017.4,83.6
27.6,73.0,21.0,991.8,140.1
26.2,45.2,19.3,987.1,101.6
31.3,42.8,22.9,1014.1,97.8
20.2,75.0,28.6,1015.3,161.6
33.1,76.7,10.6,984.3,115.0
27.6,41.0,24.5,984.2,91.0
21.3,46.4,10.4,988.0,90.4
40.0,86.0,23.3,1021.1,131.1
39.9,97.2,5.3,985.5,126.5
34.6,77.8,11.6,1010.6,125.2
27.1,62.9,29.0,993.8,134.6
21.6,69.3,15.3,995.3,120.7
37.7,82.9,10.5,1011.8,110.7
31.5,46.1,10.2,1006.0,75.3
36.9,74.5,18.3,982.7,122.1
24.4,91.3,10.9,1018.7,134.5
23.0,90.0,25.1,1017.9,177.0
40.0,56.3,13.4,1022.7,80.1
36.0,78.2,29.6,1020.0,161.8
35.7,81.1,26.9,996.3,140.2
17.1,81.6,26.8,993.8,182.2
32.1,62.6,24.8,990.6,98.6
36.1,80.8,5.9,1017.2,86.5
33.3,54.6,2.9,1014.4,70.4
35.6,41.2,19.2,1013.0,66.9
28.7,60.3,22.6,1007.7,130.0
33.4,73.9,19.7,1015.6,120.5
32.4,68.6,24.6,1024.6,120.1
16.3,76.1,6.2,1021.4,95.7
23.9,43.7,27.8,999.2,93.9
15.9,99.9,17.0,1018.1,168.8
31.8,96.6,27.6,998.1,165.5
20.4,95.4,25.1,1018.2,187.6
24.0,50.2,13.8,992.2,98.7
19.8,61.7,11.7,984.5,98.1
18.8,95.6,7.8,1008.9,136.9
22.0,69.7,2.0,1010.6,72.1
30.7,98.1,27.6,1009.4,180.4
29.1,67.1,15.4,1005.4,90.5
34.1,92.1,2.7,998.1,127.8
30.4,41.6,13.7,1002.0,47.5
28.1,90.5,3.7,993.7,138.8
30.6,54.0,8.1,1011.6,55.4
26.2,81.6,29.7,989.6,168.2
32.3,73.5,20.1,1006.4,114.6
21.5,73.1,20.1,1017.0,151.9
39.1,53.5,3.4,990.8,69.9
32.8,78.7,27.4,983.9,127.9
18.6,59.6,12.6,980.9,88.2
27.0,56.3,7.0,1015.1,64.9
26.5,65.7,7.7,1011.7,88.3
17.4,65.2,16.8,980.1,128.2
38.9,89.1,3.9,996.9,102.1
30.9,85.7,26.8,1018.2,170.5
39.0,51.2,20.3,989.9,84.4
18.7,54.0,12.0,1021.2,75.5
25.4,49.7,17.8,1018.6,107.7
19.2,71.2,7.4,993.9,89.0
39.1,91.0,5.9,1009.7,126.9
34.3,76.0,11.8,1000.1,90.5
32.8,64.6,9.4,1018.0,87.6
19.9,67.3,17.2,993.0,124.2
23.1,71.8,4.8,1017.3,104.8
39.5,90.0,3.0,983.4,94.8
34.9,43.2,29.9,1000.8,86.4
28.6,58.4,21.6,980.9,110.9
37.7,61.4,29.4,1014.6,114.5
40.0,65.5,4.4,988.9,76.2
33.2,64.4,28.6,1022.9,119.2
36.0,57.1,18.5,1006.9,102.3
29.9,93.0,26.4,1021.8,167.4
36.3,81.3,21.5,990.1,145.5
20.4,60.1,28.6,1003.4,143.4
18.6,65.7,21.8,1002.9,129.7
32.5,71.3,27.7,996.7,145.7
21.7,42.4,19.4,1014.8,101.0
30.5,43.1,10.7,983.8,51.6
35.1,53.4,18.9,1022.2,106.9
38.7,69.6,29.7,1001.2,121.2
32.1,99.5,22.5,982.5,156.9
32.6,69.9,4.8,980.2,70.2
23.0,99.0,24.0,997.5,175.0
37.7,77.7,22.7,981.2,133.1
37.4,60.5,10.7,1024.4,73.5
25.7,65.8,21.7,992.0,107.7
18.6,60.0,18.0,1017.2,110.8
33.8,57.4,24.7,1016.5,93.0
20.0,92.1,11.5,1022.7,132.4
17.1,75.6,11.3,981.7,108.9
16.9,58.8,14.3,987.8,92.2
27.7,94.1,9.1,985.5,153.3
26.7,95.4,8.6,1019.3,139.0
25.0,46.8,7.4,995.5,54.9
30.8,66.3,2.9,1018.8,70.6
21.8,69.7,17.2,1021.9,133.7
31.0,70.2,25.7,1019.7,127.9
37.4,66.8,6.5,1013.9,63.3
22.4,95.9,21.5,1003.2,180.1
34.9,82.9,27.3,998.1,142.9
15.5,83.7,14.1,1005.6,124.7
21.5,64.1,14.3,1024.0,109.8
15.8,76.6,20.4,998.4,141.0
26.4,60.8,19.4,1015.8,127.1
31.6,57.2,23.2,989.4,106.3
15.1,94.4,24.0,1005.5,157.9
32.3,51.4,4.5,1011.9,57.5
36.5,91.0,2.6,1007.6,129.2
33.3,99.5,2.7,982.4,134.4
27.7,94.9,13.5,1013.8,151.1
38.2,70.9,9.7,994.5,80.1
19.3,95.6,3.9,1018.7,147.2
26.2,42.7,4.4,1010.9,51.8
17.2,70.2,7.7,1010.4,108.0
28.7,92.5,14.8,1002.2,135.8
30.2,45.8,7.4,988.4,61.5
37.2,93.5,6.8,1009.7,106.3
34.3,58.1,5.0,1021.1,87.8
24.8,86.8,26.4,1005.4,153.2
39.8,83.2,16.0,1002.5,128.4
30.0,61.2,25.1,982.3,103.0
22.1,40.5,10.4,1003.7,64.8
16.2,72.1,13.1,985.8,141.0
16.1,40.4,15.0,1006.1,75.0
37.4,98.9,16.8,1013.2,162.6
16.8,63.1,2.9,1019.0,102.4
27.2,52.6,15.4,993.7,76.0
20.9,68.2,27.6,1004.9,140.8
19.6,97.2,8.2,1007.8,163.5
29.2,97.5,21.3,981.5,153.1
32.2,72.9,25.9,985.6,142.4
22.7,90.3,18.0,1023.8,169.0
27.4,53.5,18.7,991.5,111.9
27.9,42.3,13.0,1005.5,64.3
18.2,82.5,21.3,991.6,154.1
28.0,91.9,11.9,995.0,140.5
20.4,71.5,16.3,1022.9,105.5
25.6,66.6,7.7,1017.0,101.5
29.1,75.2,25.6,1015.7,156.1
35.1,80.4,25.9,985.5,143.0
29.1,46.5,4.9,1017.8,67.2
21.9,63.8,7.9,983.2,111.6
20.6,60.7,9.6,1015.2,79.8
32.6,66.0,14.7,980.7,108.8
19.4,79.9,29.6,985.4,146.4
30.6,57.7,18.9,980.9,113.5
27.7,63.8,12.5,987.7,98.5
29.3,59.9,29.1,1006.5,115.8
16.2,46.9,24.9,995.2,121.4
22.4,85.6,24.5,1000.5,176.5
26.4,71.5,20.0,981.8,117.2
33.2,98.3,11.3,1022.1,162.3
15.4,91.6,16.9,1010.8,156.3
36.9,81.6,19.2,982.6,135.4
25.2,55.6,6.7,984.9,87.4
28.7,63.9,24.6,1007.9,141.0
20.6,58.7,20.3,1002.4,109.5
25.1,41.6,5.7,996.6,49.9
28.5,99.2,2.9,1009.1,132.0
24.0,77.3,21.8,993.8,151.8
30.6,62.8,15.3,1015.0,84.8
22.3,70.7,6.3,1020.2,88.1
26.5,68.6,14.0,991.3,115.7
19.4,49.8,28.5,1012.0,124.5
34.1,71.0,21.5,1008.0,124.5
15.8,57.0,2.9,999.0,82.9
34.9,47.0,12.7,1019.5,80.0
25.8,97.5,10.4,1001.7,162.7
28.4,47.8,18.4,993.1,95.0
39.6,96.9,18.5,1022.9,138.5
19.1,59.9,4.2,1000.8,83.4
36.4,92.2,21.2,986.3,143.9
39.7,78.3,15.4,989.7,129.0
29.5,83.8,19.5,1017.1,151.2
18.7,74.1,12.2,1006.2,101.1
37.3,55.4,6.3,989.6,71.2
35.6,48.5,7.4,980.7,54.1
19.9,91.9,9.5,1013.3,122.9
38.0,41.8,23.8,996.4,88.6
39.8,84.4,12.7,988.5,116.7
34.4,51.5,5.0,984.1,77.6
24.6,48.8,21.5,990.1,110.4
31.1,40.6,11.5,1018.1,39.3
27.1,87.4,14.2,993.0,142.7
35.6,45.0,22.8,1021.1,86.7
32.0,98.5,8.8,1020.8,134.4
36.9,96.3,22.6,1013.6,177.6
27.7,95.5,3.2,1009.2,147.1
35.5,96.9,27.5,1016.5,161.3
20.7,60.8,21.7,1002.3,103.8
17.4,55.9,28.4,985.6,123.6
32.8,79.4,19.1,1000.2,150.4
23.2,53.6,14.7,987.8,105.7
38.6,81.0,4.6,980.8,84.7
25.6,94.0,17.8,1008.0,171.7
26.0,66.7,20.1,985.5,136.0
21.6,74.3,9.0,988.0,96.9
25.2,48.8,2.2,1001.6,41.9
21.3,88.0,27.1,1002.9,162.9
18.7,90.1,11.2,1000.9,133.2
32.6,72.0,26.5,988.5,149.0
15.1,49.5,19.9,989.0,117.5
23.9,85.6,5.1,1010.0,114.1
34.1,78.1,28.4,1022.7,158.6
27.4,94.8,6.4,994.2,135.7
34.1,40.7,2.7,994.0,30.3
28.7,67.4,19.4,1012.0,125.1
34.8,41.9,10.5,981.4,59.8
33.3,67.8,2.8,1007.0,88.9
23.4,79.4,15.5,1001.3,122.2
17.1,79.0,10.9,1017.1,141.9
34.9,50.7,3.9,1008.2,70.2
38.3,55.6,10.1,1012.0,83.1
15.7,45.1,9.1,1018.1,86.3
16.2,63.2,29.4,1022.2,135.1
20.8,84.8,12.5,987.1,122.1
27.7,51.7,12.1,1016.9,96.5
19.1,59.8,9.6,985.6,90.2
21.0,99.5,11.8,988.9,172.2
29.2,93.2,29.6,993.0,165.0
38.1,86.6,29.2,1013.1,159.2
15.6,85.4,15.4,1019.6,145.1
26.9,90.3,20.7,995.3,167.7
33.5,65.5,6.8,1005.5,81.5
22.5,96.9,27.6,998.4,182.5
25.1,72.3,28.6,994.0,134.5
27.7,88.5,4.4,1002.9,135.4
15.7,93.9,18.7,998.9,149.7
26.1,80.4,25.9,985.8,167.2
16.8,92.6,19.5,993.2,169.3
23.6,81.5,2.5,1020.2,112.9
15.1,68.0,19.0,986.5,125.9
15.2,71.9,27.6,1005.4,159.4
31.5,80.3,2.5,1012.6,80.4
33.6,61.0,15.2,985.7,78.3
25.7,79.4,4.5,984.1,102.4
34.8,75.7,25.3,994.1,151.5
20.7,90.6,26.8,998.7,161.0
30.1,63.7,26.0,1022.4,137.3
36.4,47.9,15.3,1024.6,79.6
33.5,71.7,5.3,988.5,90.9
20.8,89.5,6.4,1022.9,142.3
36.8,87.8,21.9,997.7,156.4
30.3,87.0,21.2,989.5,157.4
25.7,62.0,6.3,990.8,72.7
27.6,59.2,17.9,1016.6,107.7
37.8,42.4,25.8,1024.1,70.5
23.3,91.1,9.0,991.7,135.1
39.0,62.2,7.5,1019.6,60.2
20.9,56.9,26.4,982.4,114.7
26.8,76.9,14.7,987.2,126.8
31.4,44.8,26.9,986.3,96.4
38.4,61.0,16.6,994.6,100.1
24.4,71.0,9.6,1005.4,90.4
18.9,85.0,24.8,987.4,165.4
29.9,55.6,15.0,1011.5,98.6
36.0,94.0,18.8,993.3,150.8
22.8,58.5,18.3,987.9,113.7
27.8,70.4,12.6,1003.9,105.0
20.5,89.1,28.2,994.8,183.2
25.4,67.7,4.7,1015.5,90.7
30.3,66.9,22.7,1001.8,126.2
31.8,59.3,24.5,991.9,105.0
15.2,76.0,18.1,1005.4,149.0
28.2,52.5,5.1,995.7,69.1
34.8,57.7,26.2,1012.6,115.8
15.4,88.3,17.2,1007.6,151.2
31.2,92.7,25.7,993.6,159.7
15.8,91.4,2.8,990.2,115.4
30.9,41.9,8.2,1006.3,67.7
28.8,96.4,29.2,1000.3,187.8
15.2,87.6,6.5,1022.7,135.6
37.1,97.9,10.6,1024.1,128.8
18.4,64.5,24.9,990.6,112.3
20.3,44.1,12.9,1008.9,83.7
20.1,46.5,18.4,983.9,71.8
19.3,92.4,8.5,985.4,150.5
18.6,79.4,8.0,1008.3,137.7
39.6,71.5,11.6,1020.5,81.4
24.5,75.7,22.4,1020.6,131.4
29.5,45.0,14.8,980.4,78.5
17.5,70.7,24.6,1020.1,131.7
22.4,40.3,14.5,1021.2,83.9
30.5,41.2,19.1,1000.5,58.4
20.6,76.0,3.5,1020.2,110.1
30.9,78.1,9.8,1003.5,105.5
25.0,77.4,23.6,1011.4,124.8
19.7,72.5,14.2,1023.7,122.6
17.4,58.5,17.8,998.4,99.4
36.5,71.7,20.2,991.9,129.9
38.9,42.2,20.4,1005.6,76.1
16.9,91.6,5.1,992.7,135.0
16.4,76.7,7.8,1003.0,102.9
22.4,88.5,19.5,980.1,137.5
32.4,84.0,21.1,993.5,161.0
23.0,55.0,19.6,1013.9,93.0
16.4,83.2,8.7,1004.2,129.1
38.2,95.2,9.8,984.4,147.6
35.3,91.9,19.3,985.2,147.9
19.0,60.2,14.2,1013.2,100.0
36.3,83.2,12.4,1011.8,112.9
24.6,80.6,11.6,998.5,129.4
28.8,43.7,22.5,1004.9,81.0
36.4,68.1,5.5,1001.8,92.4
35.0,61.3,17.9,1007.2,96.7
24.4,75.0,17.9,984.0,132.9
39.2,51.8,8.7,990.1,65.1
23.3,81.5,17.5,1020.3,121.2
26.1,67.3,22.5,1018.0,126.3
28.3,84.6,26.2,1009.1,160.6
28.5,67.7,22.9,993.3,139.3
31.4,96.6,6.1,986.8,128.7
15.7,66.8,4.7,993.5,97.5
38.2,87.2,11.3,1007.5,108.1
21.9,41.3,4.7,987.2,53.9
21.4,44.6,11.7,1022.2,71.6
15.8,43.5,19.4,1014.0,103.5
17.4,43.8,11.0,1009.7,81.8
32.8,93.0,24.5,981.7,171.8
25.5,73.2,10.3,1007.5,111.9
15.1,89.6,4.5,1015.1,149.9
22.5,40.9,16.4,999.0,60.9
18.3,46.8,5.4,1014.9,63.0
25.8,45.1,22.7,1017.0,100.9
26.9,73.6,29.0,1007.6,158.7
27.8,82.7,4.0,988.0,118.7
17.9,75.0,7.8,989.8,122.3
36.0,74.2,6.7,1020.5,87.8
24.0,65.3,28.8,985.2,117.0
33.3,54.5,24.7,1024.3,102.2
37.0,71.6,29.7,1012.7,137.8
19.1,73.9,20.8,1018.8,153.6
30.0,47.1,6.2,980.9,49.2
35.9,72.6,11.1,996.5,112.8
25.6,69.1,19.2,991.6,128.2
17.7,78.4,27.7,1024.1,153.0
21.1,41.5,17.7,999.5,72.9
32.4,70.0,26.9,991.3,144.4
35.0,90.4,29.3,982.1,161.4
37.5,63.1,9.7,1011.4,74.8
31.4,80.2,29.0,1011.7,146.5
15.3,53.9,21.1,997.0,98.2
25.9,43.2,27.1,1019.3,105.7
17.0,55.2,12.3,995.9,96.9
15.6,43.3,2.2,994.0,50.5
25.9,77.9,3.4,1013.1,113.5
15.3,95.1,3.6,991.5,142.4
38.0,74.5,27.8,1001.3,121.1
19.8,60.8,7.3,1003.0,106.2
35.1,41.2,22.7,1004.9,61.9
36.6,82.3,12.7,981.2,125.4
20.2,50.7,20.7,1009.3,95.4
19.6,59.7,12.0,993.9,93.5
37.5,47.7,4.3,1009.9,57.2
38.0,78.0,11.9,989.4,91.6
38.0,79.3,19.9,1016.0,136.0
21.0,86.6,14.7,996.3,135.6
31.1,85.2,22.3,998.6,163.5
22.9,57.0,15.3,1023.6,104.4
36.4,47.8,17.6,998.0,64.5
36.6,96.6,15.0,1016.9,141.5
18.4,51.1,10.6,1001.6,96.5
30.0,57.1,21.5,1019.3,88.5
38.8,96.2,17.8,988.3,150.8
34.8,94.7,8.2,984.6,113.9
39.2,97.5,18.5,1020.2,160.4
39.2,51.1,7.2,1001.6,40.5
22.4,78.3,3.9,985.0,104.7
28.2,69.9,29.2,1006.0,126.8
15.7,69.1,16.1,1018.3,119.1
19.7,72.3,7.7,1013.0,101.2
30.0,94.9,14.2,995.2,132.1
38.7,97.8,27.9,1016.4,187.1
26.3,74.6,18.4,984.0,138.7
36.0,83.2,28.1,994.1,144.5
36.6,72.5,29.2,1012.3,148.1
23.8,66.9,22.6,989.1,140.2
38.7,90.3,20.8,983.5,126.1
31.9,56.1,13.4,1022.6,104.7
18.5,86.3,27.4,991.1,154.9
26.8,72.5,3.0,1012.4,88.0
35.4,77.2,8.1,1016.1,86.9
36.2,91.9,29.5,992.2,175.5
16.8,55.6,27.4,1014.2,105.6
39.9,53.5,13.7,985.5,66.6
34.1,73.6,28.7,1007.3,130.2
31.9,41.3,5.0,984.7,49.5
22.9,43.8,14.5,996.9,66.2
26.6,87.2,3.6,1016.2,129.8
33.2,42.4,23.8,1010.4,97.6
30.2,96.0,15.6,1003.8,163.8
27.5,69.4,15.0,1000.1,120.5
33.4,84.2,11.5,1006.3,129.1
15.6,93.6,19.8,1016.3,178.8
36.4,91.0,21.3,980.3,153.0
32.8,72.9,10.3,986.6,91.3
22.6,57.5,2.1,1022.8,88.6
28.8,79.0,25.5,1004.4,159.7
25.8,74.8,30.0,1008.0,145.8
19.0,71.7,19.0,1016.4,129.8
35.5,83.7,9.2,984.2,104.7
36.2,96.7,8.0,981.0,122.1
37.1,47.4,6.1,1024.0,40.3
40.0,61.1,22.3,1014.6,118.6
23.3,64.8,16.1,996.8,113.7
26.6,66.2,21.2,991.3,129.7
28.3,69.4,25.8,1001.1,150.9
24.0,53.4,17.9,985.5,84.2
16.9,64.1,19.0,1013.9,128.2
33.8,68.9,10.6,1006.2,99.4
31.1,93.1,18.8,1005.6,140.3
27.6,83.5,26.6,981.8,142.7
39.5,55.4,20.1,1013.4,104.0
23.1,77.8,6.2,983.8,125.9
17.6,53.5,24.6,983.5,125.9
20.1,42.9,24.5,991.9,116.5
22.4,66.8,11.3,985.4,123.8
18.7,49.6,13.8,984.6,70.2
32.2,73.1,22.5,989.3,131.0
32.6,94.8,16.3,1001.2,149.0
22.1,98.2,13.4,1024.1,160.6
21.1,73.4,11.1,1021.7,123.8
35.0,54.4,22.3,1023.3,96.4
38.1,95.5,4.0,1010.0,132.8
31.4,96.7,26.0,1018.6,187.8
20.5,73.9,24.2,1016.0,129.9
30.7,79.6,27.1,996.3,154.0
21.4,43.4,26.5,1018.2,94.8
16.9,58.2,25.3,1006.3,142.2
20.6,81.0,18.6,989.9,155.9
31.7,42.9,10.3,995.3,71.0
18.6,56.9,18.2,996.2,118.2
32.4,43.9,6.4,1008.8,44.6
35.4,98.4,24.8,980.0,185.4
26.7,59.9,21.3,1021.2,115.3
34.3,76.4,11.3,989.8,100.7
17.9,73.3,29.0,986.0,157.7
19.9,55.6,27.8,1001.0,133.3
37.8,49.7,6.1,1016.8,73.4
39.8,58.7,15.8,996.9,91.9
21.4,83.1,15.9,1010.6,137.1
38.8,45.3,12.1,1022.7,59.7
22.8,66.0,28.0,981.2,131.9
22.8,57.8,7.1,993.8,62.7
29.0,49.1,12.4,989.3,90.6
24.1,63.4,23.4,994.7,108.3
39.2,96.1,10.3,1003.0,147.8
22.7,42.1,13.5,1013.9,55.1
27.8,91.6,6.0,1024.1,137.6
38.9,87.4,26.2,1006.8,138.0
24.5,95.7,4.1,980.3,146.7
20.6,65.4,17.4,985.6,120.8
15.1,64.3,9.5,1008.8,117.5
18.8,57.5,20.7,1022.5,120.9
38.9,93.7,13.6,988.7,133.6
24.0,51.6,26.7,1007.1,111.1
32.5,87.4,7.2,980.2,127.4
16.4,70.8,4.5,990.0,92.3
24.3,80.2,23.6,996.5,139.9
20.3,86.2,2.7,1010.2,107.0
34.0,81.8,22.0,1002.8,139.8
23.8,58.1,14.7,1018.2,82.6
38.9,62.6,25.4,996.3,131.8
35.0,53.9,8.3,990.7,84.7
26.6,77.2,14.1,999.1,138.4
23.9,72.7,19.2,1005.5,144.0
31.0,99.3,18.4,1000.3,179.0
27.6,94.9,15.7,1022.6,160.2
18.1,60.4,16.3,1021.7,105.9
23.8,47.2,20.3,996.7,76.1
24.7,49.5,21.7,1014.4,98.6
23.5,75.3,17.1,1008.8,108.5
19.5,65.6,20.7,985.0,115.0
30.2,40.0,18.7,989.9,82.8
31.1,50.7,16.8,1002.9,68.9
37.6,98.9,7.2,1002.3,127.2
25.4,85.7,6.9,986.8,134.6
21.9,59.7,24.2,1017.2,122.8
36.9,90.2,15.5,1013.1,143.0
22.6,81.2,19.1,1009.5,128.2
27.0,49.7,10.7,1010.1,73.6
16.2,54.1,3.4,980.2,86.6
24.4,51.6,27.7,984.8,111.3
27.6,89.1,14.9,980.3,146.7
36.5,88.1,5.7,1003.4,115.9
22.0,72.3,13.5,998.1,137.1
30.7,57.6,22.0,1024.4,90.1
20.5,78.8,28.2,1017.6,142.2
22.6,83.4,17.8,982.5,151.0
21.5,75.1,14.3,1014.6,122.9
24.9,96.5,17.5,1005.5,159.3
16.8,87.9,10.7,1012.3,127.2
17.2,44.7,12.1,986.5,78.2
34.7,43.8,23.4,1020.7,98.8
20.3,70.4,6.8,992.9,112.5
32.9,57.5,28.1,997.8,119.7
18.7,75.6,17.1,983.6,120.4
16.0,79.5,28.4,1012.6,171.4
36.4,78.4,25.9,986.4,124.5
24.2,75.5,15.3,981.0,111.4
22.7,72.9,28.8,988.6,137.3
39.7,88.6,4.1,1005.9,119.9
22.6,71.7,21.3,992.8,146.7
17.5,77.6,25.1,983.1,151.2
33.5,55.2,29.5,1005.2,134.7
33.2,93.2,23.9,1023.1,165.1
31.1,92.1,14.8,983.8,142.4
31.5,80.3,5.7,1010.5,117.5
36.5,59.4,7.9,1004.1,70.7
21.0,66.2,25.3,982.8,123.0
39.2,61.4,21.4,1002.3,88.2
23.6,59.8,21.8,1005.1,118.7
23.7,59.0,24.0,1023.7,102.5
38.1,85.1,29.9,1016.8,148.4
15.1,49.2,14.4,1013.1,85.7
39.7,83.0,21.7,991.8,143.7
16.2,54.4,2.5,998.8,82.4
36.3,63.2,10.1,1020.7,71.7
16.6,86.1,5.9,1010.4,122.8
21.5,77.4,17.4,1018.6,144.5
24.0,42.9,13.7,1013.6,85.9
29.3,57.6,12.1,980.3,76.3
29.1,82.4,12.9,985.7,110.7
30.6,41.8,28.9,998.9,114.8
39.6,44.5,5.2,988.4,47.1
33.3,59.4,28.9,997.9,123.4
21.0,52.6,27.7,1017.3,113.4
36.3,69.0,16.5,992.8,97.8
19.8,78.2,8.5,1016.3,127.4
32.3,48.8,3.9,984.9,72.2
27.9,88.3,28.6,983.3,170.7
17.9,81.4,28.0,1016.1,157.8
